Spring_Name,Transect_ID,Transect_Slope_deg,Transect_width_m,Average_dist_to_live_tree,Distance_rank,Distance_range_m,CC_1_PCT,CC_2_PCT,CC_3_PCT,dom_cover_type,Species,Count,Height_m,Area_m2,Notes
Fireweed,FW_20230928_315_2,3,10,309.7,35,30_40,0,0,100,shrub,PSME,1,1.3,100,
Fireweed,FW_20230928_315_2,3,10,309.7,35,30_40,0,0,100,shrub,PSME,1,1.65,100,
Fireweed,FW_20230928_315_2,3,10,309.7,35,30_40,0,0,100,shrub,PSME,1,2.05,100,
Fireweed,FW_20230928_315_2,3,10,309.7,35,30_40,0,0,100,shrub,PSME,1,1.1,100,
Fireweed,FW_20230928_315_2,3,10,309.7,35,30_40,0,0,100,shrub,PICO,0,,100,
Game Knob,GK_20230702_145_2,20,5,35.8,35,30_40,95,5,0,grass/shrub,PSME,1,0.1,50,
Game Knob,GK_20230702_145_2,20,5,35.8,35,30_40,95,5,0,grass/shrub,PSME,1,0.15,50,
Game Knob,GK_20230702_145_2,20,5,35.8,35,30_40,95,5,0,grass/shrub,PSME,1,0.4,50,
Game Knob,GK_20230702_145_2,20,5,35.8,35,30_40,95,5,0,grass/shrub,PSME,1,0.6,50,
Game Knob,GK_20230702_145_2,20,5,35.8,35,30_40,95,5,0,grass/shrub,PSME,1,0.3,50,
Game Knob,GK_20230702_145_2,20,5,35.8,15,10_20,20,80,0,shrub,PSME,1,0.35,50,
Game Knob,GK_20230702_145_2,20,5,35.8,15,10_20,20,80,0,shrub,PSME,1,0.6,50,
Game Knob,GK_20230702_145_2,20,5,35.8,15,10_20,20,80,0,shrub,PSME,1,0.55,50,
Game Knob,GK_20230702_145_2,20,5,35.8,15,10_20,20,80,0,shrub,PSME,1,0.3,50,
Game Knob,GK_20230702_145_2,20,5,35.8,15,10_20,20,80,0,shrub,PSME,1,0.3,50,
Game Knob,GK_20230702_145_2,20,5,35.8,15,10_20,20,80,0,shrub,PSME,1,0.55,50,
Game Knob,GK_20230702_145_2,20,5,35.8,15,10_20,20,80,0,shrub,PSME,1,0.2,50,
Game Knob,GK_20230702_145_2,20,5,35.8,15,10_20,20,80,0,shrub,PSME,1,0.65,50,
Game Knob,GK_20230702_145_2,20,5,35.8,15,10_20,20,80,0,shrub,PSME,1,0.45,50,
Game Knob,GK_20230702_145_2,20,5,35.8,15,10_20,20,80,0,shrub,PSME,1,0.35,50,
Game Knob,GK_20230702_145_2,20,5,35.8,15,10_20,20,80,0,shrub,PSME,1,0.6,50,
Game Knob,GK_20230702_145_2,20,5,35.8,15,10_20,20,80,0,shrub,PSME,1,0.4,50,
Game Knob,GK_20230702_145_2,20,5,35.8,15,10_20,20,80,0,shrub,PSME,1,0.95,50,
Game Knob,GK_20230702_145_2,20,5,35.8,15,10_20,20,80,0,shrub,PSME,1,0.5,50,
Game Knob,GK_20230702_145_2,20,5,35.8,15,10_20,20,80,0,shrub,PSME,1,0.5,50,
Game Knob,GK_20230702_145_2,20,5,35.8,15,10_20,20,80,0,shrub,PSME,1,0.3,50,
Game Knob,GK_20230702_145_2,20,5,35.8,15,10_20,20,80,0,shrub,PSME,1,0.4,50,
Game Knob,GK_20230702_145_2,20,5,35.8,25,20_30,20,80,0,shrub,PSME,1,0.9,50,
Game Knob,GK_20230702_145_2,20,5,35.8,25,20_30,20,80,0,shrub,PSME,1,1.6,50,
Game Knob,GK_20230702_145_2,20,5,35.8,25,20_30,20,80,0,shrub,PSME,1,0.25,50,
Game Knob,GK_20230702_145_2,20,5,35.8,25,20_30,20,80,0,shrub,PSME,1,0.25,50,
Game Knob,GK_20230702_145_2,20,5,35.8,25,20_30,20,80,0,shrub,PSME,1,0.25,50,
Game Knob,GK_20230702_145_2,20,5,35.8,25,20_30,20,80,0,shrub,PSME,1,0.85,50,
Game Knob,GK_20230702_145_2,20,5,35.8,25,20_30,20,80,0,shrub,PSME,1,0.45,50,
Game Knob,GK_20230702_145_2,20,5,35.8,25,20_30,20,80,0,shrub,PSME,1,2,50,
Game Knob,GK_20230702_145_2,20,5,35.8,25,20_30,20,80,0,shrub,PSME,1,0.75,50,
Game Knob,GK_20230702_145_2,20,5,35.8,25,20_30,20,80,0,shrub,PSME,1,0.25,50,Thick ceanothus
Game Knob,GK_20230702_145_2,20,5,35.8,25,20_30,20,80,0,shrub,PSME,1,0.2,50,
Game Knob,GK_20230702_145_2,20,5,35.8,25,20_30,20,80,0,shrub,PSME,1,0.3,50,This section is getting close to secondary wetland we didn't see initially.
Game Knob,GK_20230702_145_2,20,5,35.8,25,20_30,20,80,0,shrub,PSME,1,0.6,50,This section is getting close to secondary wetland we didn't see initially.
Game Knob,GK_20230702_145_2,20,5,35.8,25,20_30,20,80,0,shrub,PSME,1,0.8,50,This section is getting close to secondary wetland we didn't see initially.
Game Knob,GK_20230702_145_2,20,5,35.8,5,0_10,0,100,0,shrub,PSME,1,0.05,50,This section is getting close to secondary wetland we didn't see initially.
Game Knob,GK_20230702_145_2,20,5,35.8,5,0_10,0,100,0,shrub,PSME,1,0.02,50,This section is getting close to secondary wetland we didn't see initially.
Game Knob,GK_20230702_145_2,20,5,35.8,5,0_10,0,100,0,shrub,PSME,1,0.01,50,This section is getting close to secondary wetland we didn't see initially.
Game Knob,GK_20230702_145_2,20,5,35.8,5,0_10,0,100,0,shrub,PSME,1,0.01,50,Potentially small ephemeral runoff channel within this bin influencing tree presence
Game Knob,GK_20230702_145_2,20,5,35.8,5,0_10,0,100,0,shrub,PSME,1,0.01,50,Potentially small ephemeral runoff channel within this bin influencing tree presence
Game Knob,GK_20230702_145_2,20,5,35.8,5,0_10,0,100,0,shrub,PSME,1,0.35,50,Potentially small ephemeral runoff channel within this bin influencing tree presence
Game Knob,GK_20230702_315_1,25,5,18.8,15,10_20,80,20,0,shrub,PSME,1,0.2,50,Potentially small ephemeral runoff channel within this bin influencing tree presence
Game Knob,GK_20230702_315_1,25,5,18.8,15,10_20,80,20,0,shrub,PSME,1,0.05,50,
Game Knob,GK_20230702_315_1,25,5,18.8,15,10_20,80,20,0,shrub,PSME,1,0.05,50,
Game Knob,GK_20230702_315_1,25,5,18.8,25,20_30,80,20,0,shrub,PSME,0,,50,
Game Knob,GK_20230702_315_1,25,5,18.8,5,0_10,40,60,0,shrub/bare,PSME,1,0.3,50,
Game Knob,GK_20230702_315_1,25,5,18.8,5,0_10,40,60,0,shrub/bare,PSME,1,0.2,50,
Game Knob,GK_20230702_315_1,25,5,18.8,5,0_10,40,60,0,shrub/bare,PSME,1,0.3,50,
Game Knob,GK_20230702_315_1,25,5,18.8,35,30_40,30,70,0,shrub,PSME,1,0.5,50,
Game Knob,GK_20230702_315_1,25,5,18.8,35,30_40,30,70,0,shrub,PSME,1,1,50,
Game Knob,GK_20230702_315_1,25,5,18.8,35,30_40,30,70,0,shrub,PSME,1,0.2,50,
Game Knob,GK_20230702_315_1,25,5,18.8,35,30_40,30,70,0,shrub,PSME,1,0.2,50,
Game Knob,GK_20230702_320_3,21,5,45.6,25,20_30,100,0,0,shrub,PSME,1,0.1,50,
Game Knob,GK_20230702_320_3,21,5,45.6,35,30_40,80,20,0,shrub,PSME,1,1.2,50,
Game Knob,GK_20230702_320_3,21,5,45.6,5,0_10,40,60,0,shrub,PSME,1,0.65,50,
Game Knob,GK_20230702_320_3,21,5,45.6,15,10_20,20,80,0,shrub,PSME,1,1.3,50,
Gun Shot,GS_20231008_115_2,33,10,247.7,15,10_20,100,0,0,grass/shrub,PSME,1,1.35,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Gun Shot,GS_20231008_115_2,33,10,247.7,15,10_20,100,0,0,grass/shrub,PSME,1,0.15,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Gun Shot,GS_20231008_115_2,33,10,247.7,15,10_20,100,0,0,grass/shrub,PSME,1,0.7,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Gun Shot,GS_20231008_115_2,33,10,247.7,15,10_20,100,0,0,grass/shrub,PSME,1,0.85,100,
Gun Shot,GS_20231008_115_2,33,10,247.7,15,10_20,100,0,0,grass/shrub,PSME,1,1.45,100,
Gun Shot,GS_20231008_115_2,33,10,247.7,25,20_30,100,0,0,grass/shrub,PSME,1,0.75,100,
Gun Shot,GS_20231008_115_2,33,10,247.7,25,20_30,100,0,0,grass/shrub,PSME,1,1.9,100,
Gun Shot,GS_20231008_115_2,33,10,247.7,25,20_30,100,0,0,grass/shrub,PSME,1,2.4,100,
Gun Shot,GS_20231008_115_2,33,10,247.7,25,20_30,100,0,0,grass/shrub,PSME,1,0.85,100,
Gun Shot,GS_20231008_115_2,33,10,247.7,25,20_30,100,0,0,grass/shrub,PSME,1,2.6,100,
Gun Shot,GS_20231008_115_2,33,10,247.7,35,30_40,100,0,0,grass/shrub,PSME,0,,100,
Gun Shot,GS_20231008_115_2,33,10,247.7,5,0_10,20,70,10,shrub,PSME,1,3.6,100,
Gun Shot,GS_20231008_115_2,33,10,247.7,5,0_10,20,70,10,shrub,PSME,1,1.65,100,Thick ceanothus
Gun Shot,GS_20231008_115_2,33,10,247.7,5,0_10,20,70,10,shrub,PSME,1,1.3,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Gun Shot,GS_20231008_115_2,33,10,247.7,5,0_10,20,70,10,shrub,PSME,1,5.7,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Gun Shot,GS_20231008_115_2,33,10,247.7,5,0_10,20,70,10,shrub,PSME,1,5.4,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Gun Shot,GS_20231008_115_2,33,10,247.7,5,0_10,20,70,10,shrub,PSME,1,1.8,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Gun Shot,GS_20231008_115_2,33,10,247.7,5,0_10,20,70,10,shrub,PSME,1,4.4,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Gun Shot,GS_20231008_115_2,33,10,247.7,5,0_10,20,70,10,shrub,PSME,1,4.4,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Gun Shot,GS_20231008_115_2,33,10,247.7,5,0_10,20,70,10,shrub,PSME,1,4.4,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Gun Shot,GS_20231008_115_2,33,10,247.7,5,0_10,20,70,10,shrub,PSME,1,1.2,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Gun Shot,GS_20231008_115_2,33,10,247.7,5,0_10,20,70,10,shrub,PSME,1,0.7,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Gun Shot,GS_20231008_115_2,33,10,247.7,5,0_10,20,70,10,shrub,PSME,1,0.5,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Gun Shot,GS_20231008_293_1,28,20,314.6,25,20_30,100,0,0,rock/grass,PSME,0,,200,Potentially small ephemeral runoff channel within this bin influencing tree presence
Gun Shot,GS_20231008_293_1,28,20,314.6,35,30_40,100,0,0,rock/grass,PSME,1,5.4,200,Potentially small ephemeral runoff channel within this bin influencing tree presence
Gun Shot,GS_20231008_293_1,28,20,314.6,15,10_20,100,0,0,rock/grass,PSME,1,3.2,200,Potentially small ephemeral runoff channel within this bin influencing tree presence
Gun Shot,GS_20231008_293_1,28,20,314.6,5,0_10,20,20,60,shrub/rock,PSME,1,0.6,200,Potentially small ephemeral runoff channel within this bin influencing tree presence
Helesport,Helesport_20230629_100_2,26,5,285,15,10_20,100,0,0,bare/shrub,PSME,1,0.6,50,Potentially small ephemeral runoff channel within this bin influencing tree presence
Helesport,Helesport_20230629_100_2,26,5,285,15,10_20,100,0,0,bare/shrub,PSME,1,0.3,50,Potentially small ephemeral runoff channel within this bin influencing tree presence
Helesport,Helesport_20230629_100_2,26,5,285,15,10_20,100,0,0,bare/shrub,PSME,1,0.35,50,Potentially small ephemeral runoff channel within this bin influencing tree presence
Helesport,Helesport_20230629_100_2,26,5,285,15,10_20,100,0,0,bare/shrub,PSME,1,1.7,50,Potentially small ephemeral runoff channel within this bin influencing tree presence
Helesport,Helesport_20230629_100_2,26,5,285,25,20_30,100,0,0,shrub/grass,PSME,1,0.15,50,
Helesport,Helesport_20230629_100_2,26,5,285,25,20_30,100,0,0,shrub/grass,PSME,1,0.68,50,
Helesport,Helesport_20230629_100_2,26,5,285,35,30_40,100,0,0,grass,PSME,1,0.23,50,
Helesport,Helesport_20230629_100_2,26,5,285,35,30_40,100,0,0,grass,PSME,1,0.9,50,
Helesport,Helesport_20230629_100_2,26,5,285,35,30_40,100,0,0,grass,PSME,1,1.7,50,
Helesport,Helesport_20230629_100_2,26,5,285,35,30_40,100,0,0,grass,PSME,1,2.15,50,
Helesport,Helesport_20230629_100_2,26,5,285,5,0_10,70,30,0,shrub,PSME,0,,50,
Helesport,Helesport_20230629_108_4,22,5,240,5,0_10,0,90,10,shrub/herbaceous,PSME,1,2.8,50,
Helesport,Helesport_20230629_108_4,22,5,240,5,0_10,0,90,10,shrub/herbaceous,PICO,0,,50,Thick ceanothus
Helesport,Helesport_20230629_108_4,22,5,240,15,10_20,0,70,30,shrub,PSME,0,,50,Thick ceanothus
Helesport,Helesport_20230629_108_4,22,5,240,15,10_20,0,70,30,shrub,PICO,0,,50,Thick ceanothus
Helesport,Helesport_20230629_108_4,22,5,240,25,20_30,90,10,0,shrub/herbaceous,PSME,1,2.2,50,Thick ceanothus
Helesport,Helesport_20230629_108_4,22,5,240,25,20_30,90,10,0,shrub/herbaceous,PSME,1,0.6,50,Thick ceanothus
Helesport,Helesport_20230629_108_4,22,5,240,25,20_30,90,10,0,shrub/herbaceous,PICO,1,2.9,50,Thick ceanothus
Helesport,Helesport_20230629_108_4,22,5,240,35,30_40,100,0,0,shrub/herbaceous,PSME,1,0.46,50,Thick ceanothus
Helesport,Helesport_20230629_108_4,22,5,240,35,30_40,100,0,0,shrub/herbaceous,PSME,1,0.4,50,Thick ceanothus
Helesport,Helesport_20230629_108_4,22,5,240,35,30_40,100,0,0,shrub/herbaceous,PSME,1,1.45,50,Thick ceanothus
Helesport,Helesport_20230629_108_4,22,5,240,35,30_40,100,0,0,shrub/herbaceous,PSME,1,2.5,50,Thick ceanothus
Helesport,Helesport_20230629_108_4,22,5,240,35,30_40,100,0,0,shrub/herbaceous,PICO,0,,50,Thick ceanothus
Helesport,Helesport_20230629_292_3,33,5,265,5,0_10,0,20,80,riparian/shrub,PSME,0,,50,Increasingly close to seed source with increasing transect distance
Helesport,Helesport_20230629_292_3,33,5,265,5,0_10,0,20,80,riparian/shrub,PICO,0,,50,Increasingly close to seed source with increasing transect distance
Helesport,Helesport_20230629_292_3,33,5,265,15,10_20,0,50,50,shrub,PSME,0,,50,Increasingly close to seed source with increasing transect distance
Helesport,Helesport_20230629_292_3,33,5,265,15,10_20,0,50,50,shrub,PICO,0,,50,
Helesport,Helesport_20230629_292_3,33,5,265,25,20_30,0,100,0,shrub,PSME,0,,50,
Helesport,Helesport_20230629_292_3,33,5,265,25,20_30,0,100,0,shrub,PICO,0,,50,
Helesport,Helesport_20230629_292_3,33,5,265,35,30_40,80,20,0,shrub,PSME,0,,50,
Helesport,Helesport_20230629_292_3,33,5,265,35,30_40,80,20,0,shrub,PICO,0,,50,
Helesport,Helesport_20230629_348_1,30,5,300,35,30_40,100,0,0,herbaceous/bare,PSME,0,,50,Very close to surrounding seed sources along the entire transect. Did not include one very tall mature tree because it was clearly pre-fire. 
Helesport,Helesport_20230629_348_1,30,5,300,35,30_40,100,0,0,herbaceous/bare,PICO,0,,50,Very close to surrounding seed sources along the entire transect. Did not include one very tall mature tree because it was clearly pre-fire. 
Helesport,Helesport_20230629_348_1,30,5,300,25,20_30,95,5,0,shrub,PSME,0,,50,Very close to surrounding seed sources along the entire transect. Did not include one very tall mature tree because it was clearly pre-fire. 
Helesport,Helesport_20230629_348_1,30,5,300,25,20_30,95,5,0,shrub,PICO,0,,50,Transect runs through higher severity patch than other 2 transects. 
Helesport,Helesport_20230629_348_1,30,5,300,15,10_20,30,0,70,shrub,PSME,0,,50,
Helesport,Helesport_20230629_348_1,30,5,300,15,10_20,30,0,70,shrub,PICO,0,,50,
Helesport,Helesport_20230629_348_1,30,5,300,5,0_10,0,10,90,shrub,PSME,0,,50,
Helesport,Helesport_20230629_348_1,30,5,300,5,0_10,0,10,90,shrub,PICO,0,,50,
Hole Complex,Hole_20230620_275_3,18,2.5,141,25,20_30,100,0,0,grass,PSME,0,,25,
Hole Complex,Hole_20230620_275_3,18,2.5,141,35,30_40,100,0,0,shrub,PSME,0,,25,
Hole Complex,Hole_20230620_275_3,18,2.5,141,15,10_20,90,10,0,grass,PSME,1,1.2,25,
Hole Complex,Hole_20230620_275_3,18,2.5,141,15,10_20,90,10,0,grass,PSME,1,2.6,25,
Hole Complex,Hole_20230620_275_3,18,2.5,141,15,10_20,90,10,0,grass,PSME,1,2.4,25,
Hole Complex,Hole_20230620_275_3,18,2.5,141,5,0_10,0,70,30,tree,PSME,1,5.3,25,
Hole Complex,Hole_20230620_275_3,18,2.5,141,5,0_10,0,70,30,tree,PSME,1,5.6,25,
Hole Complex,Hole_20230620_275_3,18,2.5,141,5,0_10,0,70,30,tree,PSME,1,5.3,25,
Hole Complex,Hole_20230620_275_3,18,2.5,141,5,0_10,0,70,30,tree,PSME,1,1.9,25,
Hole Complex,Hole_20230620_275_3,18,2.5,141,5,0_10,0,70,30,tree,PSME,1,6.8,25,
Hole Complex,Hole_20230620_275_3,18,2.5,141,5,0_10,0,70,30,tree,PSME,1,1.56,25,
Hole Complex,Hole_20230620_275_3,18,2.5,141,5,0_10,0,70,30,tree,PSME,1,2.3,25,
Hole Complex,Hole_20230620_275_3,18,2.5,141,5,0_10,0,70,30,tree,PSME,1,1.65,25,
Hole Complex,Hole_20230620_41_1,26,5,78,35,30_40,100,0,0,shrub,PSME,0,,50,
Hole Complex,Hole_20230620_41_1,26,5,78,25,20_30,40,60,0,shrub,PSME,1,3.1,50,
Hole Complex,Hole_20230620_41_1,26,5,78,25,20_30,40,60,0,shrub,PSME,1,2.3,50,
Hole Complex,Hole_20230620_41_1,26,5,78,25,20_30,40,60,0,shrub,PSME,1,1.14,50,
Hole Complex,Hole_20230620_41_1,26,5,78,25,20_30,40,60,0,shrub,PSME,1,3.5,50,
Hole Complex,Hole_20230620_41_1,26,5,78,25,20_30,40,60,0,shrub,PSME,1,3.5,50,
Hole Complex,Hole_20230620_41_1,26,5,78,15,10_20,0,80,20,shrub,PSME,1,0.67,50,
Hole Complex,Hole_20230620_41_1,26,5,78,5,0_10,0,20,80,grass/shrub,PSME,1,0.07,50,
Hole Complex,Hole_20230620_55_2,15,5,53.5,35,30_40,100,0,0,shrub,PSME,1,3.5,50,
Hole Complex,Hole_20230620_55_2,15,5,53.5,35,30_40,100,0,0,shrub,PSME,1,3.1,50,
Hole Complex,Hole_20230620_55_2,15,5,53.5,25,20_30,90,10,0,grass,PSME,1,5.3,50,
Hole Complex,Hole_20230620_55_2,15,5,53.5,25,20_30,90,10,0,grass,PSME,1,4.5,50,
Hole Complex,Hole_20230620_55_2,15,5,53.5,25,20_30,90,10,0,grass,PSME,1,4.5,50,
Hole Complex,Hole_20230620_55_2,15,5,53.5,25,20_30,90,10,0,grass,PSME,1,3.2,50,
Hole Complex,Hole_20230620_55_2,15,5,53.5,25,20_30,90,10,0,grass,PSME,1,2.3,50,Very close to surrounding seed sources along the entire transect. Did not include one very tall mature tree because it was clearly pre-fire. 
Hole Complex,Hole_20230620_55_2,15,5,53.5,25,20_30,90,10,0,grass,PSME,1,3.2,50,Very close to surrounding seed sources along the entire transect. Did not include one very tall mature tree because it was clearly pre-fire. 
Hole Complex,Hole_20230620_55_2,15,5,53.5,25,20_30,90,10,0,grass,PSME,1,3.7,50,Very close to surrounding seed sources along the entire transect. Did not include one very tall mature tree because it was clearly pre-fire. 
Hole Complex,Hole_20230620_55_2,15,5,53.5,25,20_30,90,10,0,grass,PSME,1,3.9,50,Very close to surrounding seed sources along the entire transect. Did not include one very tall mature tree because it was clearly pre-fire. 
Hole Complex,Hole_20230620_55_2,15,5,53.5,15,10_20,30,70,0,tree,PSME,1,4.2,50,
Hole Complex,Hole_20230620_55_2,15,5,53.5,15,10_20,30,70,0,tree,PSME,1,3.8,50,
Hole Complex,Hole_20230620_55_2,15,5,53.5,15,10_20,30,70,0,tree,PSME,1,4.2,50,
Hole Complex,Hole_20230620_55_2,15,5,53.5,15,10_20,30,70,0,tree,PSME,1,5,50,
Hole Complex,Hole_20230620_55_2,15,5,53.5,15,10_20,30,70,0,tree,PSME,1,2.3,50,
Hole Complex,Hole_20230620_55_2,15,5,53.5,15,10_20,30,70,0,tree,PSME,1,5.5,50,
Hole Complex,Hole_20230620_55_2,15,5,53.5,15,10_20,30,70,0,tree,PSME,1,3.3,50,
Hole Complex,Hole_20230620_55_2,15,5,53.5,5,0_10,0,70,30,shrub,PSME,1,5.6,50,
Hole Complex,Hole_20230620_55_2,15,5,53.5,5,0_10,0,70,30,shrub,PSME,1,5.6,50,Increasingly close to seed source with increasing transect distance
Hole Complex,Hole_20230620_55_2,15,5,53.5,5,0_10,0,70,30,shrub,PSME,1,5.5,50,Increasingly close to seed source with increasing transect distance
Little Hole,LH_20230929_219_2,15,20,69.9,5,0_10,75,20,5,shrub,PIPO,0,,200,Increasingly close to seed source with increasing transect distance
Little Hole,LH_20230929_219_2,15,20,69.9,5,0_10,75,20,5,shrub,PSME,0,,200,Increasingly close to seed source with increasing transect distance
Little Hole,LH_20230929_219_2,15,20,69.9,15,10_20,100,0,0,shrub/bare,PIPO,0,,200,Increasingly close to seed source with increasing transect distance
Little Hole,LH_20230929_219_2,15,20,69.9,15,10_20,100,0,0,shrub/bare,PSME,1,0.15,200,
Little Hole,LH_20230929_219_2,15,20,69.9,15,10_20,100,0,0,shrub/bare,PSME,1,0.3,200,
Little Hole,LH_20230929_219_2,15,20,69.9,25,20_30,80,20,0,shrub,PIPO,0,,200,
Little Hole,LH_20230929_219_2,15,20,69.9,25,20_30,80,20,0,shrub,PSME,1,0.2,200,
Little Hole,LH_20230929_219_2,15,20,69.9,25,20_30,80,20,0,shrub,PSME,1,1.9,200,
Little Hole,LH_20230929_219_2,15,20,69.9,25,20_30,80,20,0,shrub,PSME,1,2.05,200,
Little Hole,LH_20230929_219_2,15,20,69.9,25,20_30,80,20,0,shrub,PSME,1,2.05,200,
Little Hole,LH_20230929_219_2,15,20,69.9,25,20_30,80,20,0,shrub,PSME,1,0.3,200,
Little Hole,LH_20230929_219_2,15,20,69.9,25,20_30,80,20,0,shrub,PSME,1,0.6,200,
Little Hole,LH_20230929_219_2,15,20,69.9,35,30_40,20,80,0,shrub,PSME,1,1.9,200,
Little Hole,LH_20230929_219_2,15,20,69.9,35,30_40,20,80,0,shrub,PSME,1,0.6,200,
Little Hole,LH_20230929_219_2,15,20,69.9,35,30_40,20,80,0,shrub,PSME,1,2,200,
Little Hole,LH_20230929_219_2,15,20,69.9,35,30_40,20,80,0,shrub,PSME,1,2.4,200,
Little Hole,LH_20230929_219_2,15,20,69.9,35,30_40,20,80,0,shrub,PSME,1,0.55,200,
Little Hole,LH_20230929_219_2,15,20,69.9,35,30_40,20,80,0,shrub,PSME,1,2.1,200,
Little Hole,LH_20230929_219_2,15,20,69.9,35,30_40,20,80,0,shrub,PSME,1,2.1,200,
Little Hole,LH_20230929_219_2,15,20,69.9,35,30_40,20,80,0,shrub,PSME,1,0.45,200,
Little Hole,LH_20230929_219_2,15,20,69.9,35,30_40,20,80,0,shrub,PSME,1,2,200,
Little Hole,LH_20230929_219_2,15,20,69.9,35,30_40,20,80,0,shrub,PIPO,1,1.65,200,
Little Hole,LH_20230929_39_1,13,20,99.9,5,0_10,0,10,90,shrub,PSME,1,0.9,200,
Little Hole,LH_20230929_39_1,13,20,99.9,5,0_10,0,10,90,shrub,PIPO,1,0.55,200,
Little Hole,LH_20230929_39_1,13,20,99.9,15,10_20,100,0,0,shrub/rock,PIPO,0,,200,
Little Hole,LH_20230929_39_1,13,20,99.9,15,10_20,100,0,0,shrub/rock,PSME,0,,200,
Little Hole,LH_20230929_39_1,13,20,99.9,25,20_30,100,0,0,shrub/rock,PSME,1,0.4,200,
Little Hole,LH_20230929_39_1,13,20,99.9,25,20_30,100,0,0,shrub/rock,PIPO,0,,200,
Little Hole,LH_20230929_39_1,13,20,99.9,35,30_40,100,0,0,shrub/rock,PIPO,0,,200,
Little Hole,LH_20230929_39_1,13,20,99.9,35,30_40,100,0,0,shrub/rock,PSME,0,,200,
Meadow,Meadow_20231007_215_2,20,10,250.1,5,0_10,0,50,50,grass/shrub,PSME,1,0.35,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,5,0_10,0,50,50,grass/shrub,PSME,1,1.25,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,5,0_10,0,50,50,grass/shrub,PSME,1,4.6,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,5,0_10,0,50,50,grass/shrub,PSME,1,2.7,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,5,0_10,0,50,50,grass/shrub,PSME,1,1.1,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,5,0_10,0,50,50,grass/shrub,PICO,1,3.1,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,5,0_10,0,50,50,grass/shrub,PICO,1,5,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,5,0_10,0,50,50,grass/shrub,PICO,1,7.2,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,5,0_10,0,50,50,grass/shrub,PIPO,0,,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,15,10_20,100,0,0,grass/shrub,PICO,1,1.6,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,15,10_20,100,0,0,grass/shrub,PSME,1,0.7,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,15,10_20,100,0,0,grass/shrub,PSME,1,0.7,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,15,10_20,100,0,0,grass/shrub,PIPO,0,,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,25,20_30,100,0,0,grass,PSME,1,1.15,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,25,20_30,100,0,0,grass,PSME,1,0.3,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,25,20_30,100,0,0,grass,PSME,1,0.5,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,25,20_30,100,0,0,grass,PSME,1,0.8,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,25,20_30,100,0,0,grass,PSME,1,0.15,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,25,20_30,100,0,0,grass,PICO,1,0.65,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,25,20_30,100,0,0,grass,PICO,1,5.3,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,25,20_30,100,0,0,grass,PIPO,1,0.3,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,25,20_30,100,0,0,grass,PIPO,1,0.25,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,25,20_30,100,0,0,grass,PIPO,1,0.6,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,35,30_40,100,0,0,grass,PSME,1,0.6,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,35,30_40,100,0,0,grass,PSME,1,0.4,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,35,30_40,100,0,0,grass,PSME,1,0.3,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,35,30_40,100,0,0,grass,PSME,1,0.25,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,35,30_40,100,0,0,grass,PSME,1,2.6,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,35,30_40,100,0,0,grass,PSME,1,0.2,100,
Meadow,Meadow_20231007_215_2,20,10,250.1,35,30_40,100,0,0,grass,PSME,1,0.2,100,
